Namespace(augment=False, batchSize=32, beta1=0.5, cuda=True, data='lung', decay_lr=False, dropout=0.5, earlystop=False, experiment='sb37', imgSize=299, init='normal', lr=0.001, metadata=False, method='average', model='', nc=3, ngpu=1, niter=25, nonlinearity='relu', optimizer='Adam')

old comet version (0.1.68) detected. current: 1.0.10 please update your comet lib with command: `pip install --no-cache-dir --upgrade comet_ml`

Experiment is live on comet.ml https://www.comet.ml/charrrrtreuse/general/30070a2e0f964a85af9689ab1d61bcf7

Random Seed:  5033
Loading from: TCGA-LUAD
Loading from: TCGA-LUSC
Loading from: Solid_Tissue_Normal
Finished loading train dataset: 461823 samples
Loading from: TCGA-LUAD
Loading from: TCGA-LUSC
Loading from: Solid_Tissue_Normal
Finished loading valid dataset: 105872 samples
Class encoding:
{'Solid_Tissue_Normal': 0, 'TCGA-LUAD': 1, 'TCGA-LUSC': 2}
cancer_CNN (
  (conv1): BasicConv2d (
    (conv): Conv2d(3, 16, kernel_size=(5, 5), stride=(2, 2), padding=(1, 1))
    (bn): BatchNorm2d(16, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv2): BasicConv2d (
    (conv): Conv2d(16, 32, kernel_size=(3, 3), stride=(1, 1))
    (bn): BatchNorm2d(32, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv3): BasicConv2d (
    (conv): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv4): BasicConv2d (
    (conv): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv5): BasicConv2d (
    (conv): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(128, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv6): BasicConv2d (
    (conv): Conv2d(128, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (linear): Linear (5184 -> 3)
)
No early stopping implemented
[1/25][7963/14432] Training Loss: 0.744060 
[1/25][7964/14432] Training Loss: 0.507260 
[1/25][7965/14432] Training Loss: 0.603765 
[1/25][7966/14432] Training Loss: 0.520847 
[1/25][7967/14432] Training Loss: 0.840679 
[1/25][7968/14432] Training Loss: 0.640837 
[1/25][7969/14432] Training Loss: 0.728672 
[1/25][7970/14432] Training Loss: 0.675290 
[1/25][7971/14432] Training Loss: 0.596677 
[1/25][7972/14432] Training Loss: 0.704935 
[1/25][7973/14432] Training Loss: 0.955555 
[1/25][7974/14432] Training Loss: 0.713768 
[1/25][7975/14432] Training Loss: 0.673993 
[1/25][7976/14432] Training Loss: 0.712954 
[1/25][7977/14432] Training Loss: 0.687416 
[1/25][7978/14432] Training Loss: 0.757411 
[1/25][7979/14432] Training Loss: 0.636800 
[1/25][7980/14432] Training Loss: 0.676288 
[1/25][7981/14432] Training Loss: 0.563078 
[1/25][7982/14432] Training Loss: 0.701483 
[1/25][7983/14432] Training Loss: 0.529653 
[1/25][7984/14432] Training Loss: 0.707925 
[1/25][7985/14432] Training Loss: 0.797574 
[1/25][7986/14432] Training Loss: 0.609833 
[1/25][7987/14432] Training Loss: 0.577448 
[1/25][7988/14432] Training Loss: 0.530309 
[1/25][7989/14432] Training Loss: 0.895567 
[1/25][7990/14432] Training Loss: 0.662898 
[1/25][7991/14432] Training Loss: 0.494115 
[1/25][7992/14432] Training Loss: 0.751643 
[1/25][7993/14432] Training Loss: 0.634304 
[1/25][7994/14432] Training Loss: 0.612772 
[1/25][7995/14432] Training Loss: 0.674718 
[1/25][7996/14432] Training Loss: 0.677167 
[1/25][7997/14432] Training Loss: 0.686616 
[1/25][7998/14432] Training Loss: 0.597649 
[1/25][7999/14432] Training Loss: 0.958900 
[1/25][8000/14432] Training Loss: 0.531567 
[1/25][8001/14432] Training Loss: 0.671286 
[1/25][8002/14432] Training Loss: 0.753262 
[1/25][8003/14432] Training Loss: 0.605866 
[1/25][8004/14432] Training Loss: 0.627328 
[1/25][8005/14432] Training Loss: 0.579503 
[1/25][8006/14432] Training Loss: 0.582470 
[1/25][8007/14432] Training Loss: 0.649992 
[1/25][8008/14432] Training Loss: 0.513458 
[1/25][8009/14432] Training Loss: 0.924548 
[1/25][8010/14432] Training Loss: 0.633205 
[1/25][8011/14432] Training Loss: 0.523898 
[1/25][8012/14432] Training Loss: 0.505268 
[1/25][8013/14432] Training Loss: 0.565125 
[1/25][8014/14432] Training Loss: 0.579566 
[1/25][8015/14432] Training Loss: 0.614167 
[1/25][8016/14432] Training Loss: 0.759562 
[1/25][8017/14432] Training Loss: 0.528934 
[1/25][8018/14432] Training Loss: 0.631316 
[1/25][8019/14432] Training Loss: 0.828830 
[1/25][8020/14432] Training Loss: 0.568810 
[1/25][8021/14432] Training Loss: 0.714928 
[1/25][8022/14432] Training Loss: 0.672400 
[1/25][8023/14432] Training Loss: 0.621710 
[1/25][8024/14432] Training Loss: 0.819572 
[1/25][8025/14432] Training Loss: 0.688591 
[1/25][8026/14432] Training Loss: 0.692285 
[1/25][8027/14432] Training Loss: 0.693475 
[1/25][8028/14432] Training Loss: 0.568131 
[1/25][8029/14432] Training Loss: 0.795929 
[1/25][8030/14432] Training Loss: 0.617779 
[1/25][8031/14432] Training Loss: 0.644071 
[1/25][8032/14432] Training Loss: 0.684032 
[1/25][8033/14432] Training Loss: 0.576632 
[1/25][8034/14432] Training Loss: 0.528102 
[1/25][8035/14432] Training Loss: 0.635165 
[1/25][8036/14432] Training Loss: 0.480746 
[1/25][8037/14432] Training Loss: 0.563026 
[1/25][8038/14432] Training Loss: 0.713004 
[1/25][8039/14432] Training Loss: 1.002909 
[1/25][8040/14432] Training Loss: 0.693776 
[1/25][8041/14432] Training Loss: 0.661836 
[1/25][8042/14432] Training Loss: 0.572273 
[1/25][8043/14432] Training Loss: 0.630506 
[1/25][8044/14432] Training Loss: 0.568787 
[1/25][8045/14432] Training Loss: 0.697544 
[1/25][8046/14432] Training Loss: 0.568720 
[1/25][8047/14432] Training Loss: 0.705146 
[1/25][8048/14432] Training Loss: 0.839873 
[1/25][8049/14432] Training Loss: 0.660697 
[1/25][8050/14432] Training Loss: 0.662022 
[1/25][8051/14432] Training Loss: 0.868858 
[1/25][8052/14432] Training Loss: 0.518531 
[1/25][8053/14432] Training Loss: 0.915298 
[1/25][8054/14432] Training Loss: 0.674523 
[1/25][8055/14432] Training Loss: 0.797631 
[1/25][8056/14432] Training Loss: 0.551120 
[1/25][8057/14432] Training Loss: 0.699010 
[1/25][8058/14432] Training Loss: 0.582517 
[1/25][8059/14432] Training Loss: 0.750198 
[1/25][8060/14432] Training Loss: 0.735418 
[1/25][8061/14432] Training Loss: 0.580679 
[1/25][8062/14432] Training Loss: 0.621540 
[1/25][8063/14432] Training Loss: 0.670624 
[1/25][8064/14432] Training Loss: 0.588059 
[1/25][8065/14432] Training Loss: 0.696280 
[1/25][8066/14432] Training Loss: 0.602034 
[1/25][8067/14432] Training Loss: 0.866560 
[1/25][8068/14432] Training Loss: 0.478577 
[1/25][8069/14432] Training Loss: 0.819047 
[1/25][8070/14432] Training Loss: 0.738118 
[1/25][8071/14432] Training Loss: 0.559049 
[1/25][8072/14432] Training Loss: 0.629301 
[1/25][8073/14432] Training Loss: 0.558475 
[1/25][8074/14432] Training Loss: 0.703101 
[1/25][8075/14432] Training Loss: 0.759321 
[1/25][8076/14432] Training Loss: 1.023463 
[1/25][8077/14432] Training Loss: 0.645902 
[1/25][8078/14432] Training Loss: 0.707042 
[1/25][8079/14432] Training Loss: 0.618389 
[1/25][8080/14432] Training Loss: 0.550495 
[1/25][8081/14432] Training Loss: 0.605822 
[1/25][8082/14432] Training Loss: 0.500676 
[1/25][8083/14432] Training Loss: 0.654452 
[1/25][8084/14432] Training Loss: 0.633922 
[1/25][8085/14432] Training Loss: 0.467270 
[1/25][8086/14432] Training Loss: 0.556983 
[1/25][8087/14432] Training Loss: 0.756873 
[1/25][8088/14432] Training Loss: 0.650887 
[1/25][8089/14432] Training Loss: 0.579818 
[1/25][8090/14432] Training Loss: 0.541023 
[1/25][8091/14432] Training Loss: 0.723972 
[1/25][8092/14432] Training Loss: 0.532973 
[1/25][8093/14432] Training Loss: 0.557409 
[1/25][8094/14432] Training Loss: 0.777310 
[1/25][8095/14432] Training Loss: 0.824823 
[1/25][8096/14432] Training Loss: 0.667866 
[1/25][8097/14432] Training Loss: 0.712464 
[1/25][8098/14432] Training Loss: 0.754140 
[1/25][8099/14432] Training Loss: 0.609703 
[1/25][8100/14432] Training Loss: 0.707052 
[1/25][8101/14432] Training Loss: 0.756081 
[1/25][8102/14432] Training Loss: 0.579967 
[1/25][8103/14432] Training Loss: 0.549490 
[1/25][8104/14432] Training Loss: 0.465182 
[1/25][8105/14432] Training Loss: 0.668447 
[1/25][8106/14432] Training Loss: 0.742708 
[1/25][8107/14432] Training Loss: 0.638415 
[1/25][8108/14432] Training Loss: 0.650026 
[1/25][8109/14432] Training Loss: 0.827673 
[1/25][8110/14432] Training Loss: 0.630952 
[1/25][8111/14432] Training Loss: 0.624462 
[1/25][8112/14432] Training Loss: 0.499945 
[1/25][8113/14432] Training Loss: 0.627640 
[1/25][8114/14432] Training Loss: 0.579507 
[1/25][8115/14432] Training Loss: 0.763613 
[1/25][8116/14432] Training Loss: 0.663284 
[1/25][8117/14432] Training Loss: 0.611502 
[1/25][8118/14432] Training Loss: 0.716741 
[1/25][8119/14432] Training Loss: 0.860841 
[1/25][8120/14432] Training Loss: 0.838773 
[1/25][8121/14432] Training Loss: 0.660774 
[1/25][8122/14432] Training Loss: 0.721203 
[1/25][8123/14432] Training Loss: 0.713209 
[1/25][8124/14432] Training Loss: 0.493278 
[1/25][8125/14432] Training Loss: 0.804902 
[1/25][8126/14432] Training Loss: 0.657459 
[1/25][8127/14432] Training Loss: 0.600196 
[1/25][8128/14432] Training Loss: 0.726635 
[1/25][8129/14432] Training Loss: 0.646852 
[1/25][8130/14432] Training Loss: 0.488648 
[1/25][8131/14432] Training Loss: 1.059481 
[1/25][8132/14432] Training Loss: 0.558311 
[1/25][8133/14432] Training Loss: 0.589668 
[1/25][8134/14432] Training Loss: 0.761290 
[1/25][8135/14432] Training Loss: 0.657095 
[1/25][8136/14432] Training Loss: 0.521432 
[1/25][8137/14432] Training Loss: 0.779944 
[1/25][8138/14432] Training Loss: 0.611608 
[1/25][8139/14432] Training Loss: 0.819807 
[1/25][8140/14432] Training Loss: 0.575244 
[1/25][8141/14432] Training Loss: 0.434965 
[1/25][8142/14432] Training Loss: 0.951922 
[1/25][8143/14432] Training Loss: 0.706294 
[1/25][8144/14432] Training Loss: 0.643895 
[1/25][8145/14432] Training Loss: 0.562226 
[1/25][8146/14432] Training Loss: 0.567915 
[1/25][8147/14432] Training Loss: 0.596338 
[1/25][8148/14432] Training Loss: 0.576065 
[1/25][8149/14432] Training Loss: 0.633280 
[1/25][8150/14432] Training Loss: 0.920326 
[1/25][8151/14432] Training Loss: 0.548876 
[1/25][8152/14432] Training Loss: 0.845514 
[1/25][8153/14432] Training Loss: 0.693587 
[1/25][8154/14432] Training Loss: 0.693181 
[1/25][8155/14432] Training Loss: 0.611323 
[1/25][8156/14432] Training Loss: 0.691524 
[1/25][8157/14432] Training Loss: 0.523650 
[1/25][8158/14432] Training Loss: 0.641807 
[1/25][8159/14432] Training Loss: 0.738609 
[1/25][8160/14432] Training Loss: 0.566613 
[1/25][8161/14432] Training Loss: 0.850339 
[1/25][8162/14432] Training Loss: 0.494518 
[1/25][8163/14432] Training Loss: 0.565416 
[1/25][8164/14432] Training Loss: 0.744496 
[1/25][8165/14432] Training Loss: 0.643203 
[1/25][8166/14432] Training Loss: 0.678540 
[1/25][8167/14432] Training Loss: 0.692040 
[1/25][8168/14432] Training Loss: 1.000521 
[1/25][8169/14432] Training Loss: 0.587615 
[1/25][8170/14432] Training Loss: 0.685609 
[1/25][8171/14432] Training Loss: 0.705563 
[1/25][8172/14432] Training Loss: 0.644339 
[1/25][8173/14432] Training Loss: 0.552895 
[1/25][8174/14432] Training Loss: 0.604586 
[1/25][8175/14432] Training Loss: 0.704579 
[1/25][8176/14432] Training Loss: 0.585467 
[1/25][8177/14432] Training Loss: 0.642645 
[1/25][8178/14432] Training Loss: 0.430588 
[1/25][8179/14432] Training Loss: 0.677529 
[1/25][8180/14432] Training Loss: 0.703672 
[1/25][8181/14432] Training Loss: 0.788066 
[1/25][8182/14432] Training Loss: 0.698280 
[1/25][8183/14432] Training Loss: 0.563922 
[1/25][8184/14432] Training Loss: 0.585931 
[1/25][8185/14432] Training Loss: 0.586102 
[1/25][8186/14432] Training Loss: 0.677817 
[1/25][8187/14432] Training Loss: 0.605186 
[1/25][8188/14432] Training Loss: 0.775463 
[1/25][8189/14432] Training Loss: 0.695558 
[1/25][8190/14432] Training Loss: 0.705737 
[1/25][8191/14432] Training Loss: 0.699453 
[1/25][8192/14432] Training Loss: 0.650342 
[1/25][8193/14432] Training Loss: 0.608784 
[1/25][8194/14432] Training Loss: 0.696155 
[1/25][8195/14432] Training Loss: 0.618324 
[1/25][8196/14432] Training Loss: 0.609303 
[1/25][8197/14432] Training Loss: 0.637942 
[1/25][8198/14432] Training Loss: 0.861762 
[1/25][8199/14432] Training Loss: 0.699030 
[1/25][8200/14432] Training Loss: 1.006774 
[1/25][8201/14432] Training Loss: 0.548060 
[1/25][8202/14432] Training Loss: 0.492422 
[1/25][8203/14432] Training Loss: 0.633707 
[1/25][8204/14432] Training Loss: 0.510906 
[1/25][8205/14432] Training Loss: 0.731608 
[1/25][8206/14432] Training Loss: 0.713307 
[1/25][8207/14432] Training Loss: 0.792016 
[1/25][8208/14432] Training Loss: 0.835615 
[1/25][8209/14432] Training Loss: 0.681700 
[1/25][8210/14432] Training Loss: 0.690531 
[1/25][8211/14432] Training Loss: 0.775926 
[1/25][8212/14432] Training Loss: 0.567798 
[1/25][8213/14432] Training Loss: 0.755453 
[1/25][8214/14432] Training Loss: 0.535057 
[1/25][8215/14432] Training Loss: 0.773106 
[1/25][8216/14432] Training Loss: 0.661837 
[1/25][8217/14432] Training Loss: 0.515003 
[1/25][8218/14432] Training Loss: 0.606118 
[1/25][8219/14432] Training Loss: 0.491137 
[1/25][8220/14432] Training Loss: 0.446553 
[1/25][8221/14432] Training Loss: 0.638775 
[1/25][8222/14432] Training Loss: 0.615110 
[1/25][8223/14432] Training Loss: 0.581270 
[1/25][8224/14432] Training Loss: 0.680443 
[1/25][8225/14432] Training Loss: 0.606614 
[1/25][8226/14432] Training Loss: 0.763224 
[1/25][8227/14432] Training Loss: 0.588274 
[1/25][8228/14432] Training Loss: 0.553196 
[1/25][8229/14432] Training Loss: 0.668415 
[1/25][8230/14432] Training Loss: 0.721301 
[1/25][8231/14432] Training Loss: 0.614244 
[1/25][8232/14432] Training Loss: 0.701232 
[1/25][8233/14432] Training Loss: 0.600292 
[1/25][8234/14432] Training Loss: 0.653254 
[1/25][8235/14432] Training Loss: 0.639640 
[1/25][8236/14432] Training Loss: 0.862154 
[1/25][8237/14432] Training Loss: 0.747313 
[1/25][8238/14432] Training Loss: 0.653447 
[1/25][8239/14432] Training Loss: 0.609332 
[1/25][8240/14432] Training Loss: 0.612300 
[1/25][8241/14432] Training Loss: 0.583937 
[1/25][8242/14432] Training Loss: 0.773137 
[1/25][8243/14432] Training Loss: 0.711269 
[1/25][8244/14432] Training Loss: 0.593237 
[1/25][8245/14432] Training Loss: 0.595915 
[1/25][8246/14432] Training Loss: 0.693956 
[1/25][8247/14432] Training Loss: 0.820111 
[1/25][8248/14432] Training Loss: 0.516721 
[1/25][8249/14432] Training Loss: 0.543594 
[1/25][8250/14432] Training Loss: 0.691269 
[1/25][8251/14432] Training Loss: 0.602148 
[1/25][8252/14432] Training Loss: 0.689269 
[1/25][8253/14432] Training Loss: 0.680810 
[1/25][8254/14432] Training Loss: 0.533229 
[1/25][8255/14432] Training Loss: 0.717909 
[1/25][8256/14432] Training Loss: 0.743444 
[1/25][8257/14432] Training Loss: 0.628319 
[1/25][8258/14432] Training Loss: 0.704209 
[1/25][8259/14432] Training Loss: 0.621455 
[1/25][8260/14432] Training Loss: 0.726669 
[1/25][8261/14432] Training Loss: 0.602986 
[1/25][8262/14432] Training Loss: 0.519775 
[1/25][8263/14432] Training Loss: 0.586087 
[1/25][8264/14432] Training Loss: 0.825657 
[1/25][8265/14432] Training Loss: 0.532367 
[1/25][8266/14432] Training Loss: 0.792619 
[1/25][8267/14432] Training Loss: 0.636759 
[1/25][8268/14432] Training Loss: 0.493409 
[1/25][8269/14432] Training Loss: 0.590405 
[1/25][8270/14432] Training Loss: 0.625414 
[1/25][8271/14432] Training Loss: 0.502599 
[1/25][8272/14432] Training Loss: 0.481999 
[1/25][8273/14432] Training Loss: 0.970742 
[1/25][8274/14432] Training Loss: 0.568704 
[1/25][8275/14432] Training Loss: 1.000373 
[1/25][8276/14432] Training Loss: 0.785829 
[1/25][8277/14432] Training Loss: 0.458656 
[1/25][8278/14432] Training Loss: 0.642260 
[1/25][8279/14432] Training Loss: 0.653629 
[1/25][8280/14432] Training Loss: 0.742297 
[1/25][8281/14432] Training Loss: 0.606461 
[1/25][8282/14432] Training Loss: 0.650108 
[1/25][8283/14432] Training Loss: 0.413016 
[1/25][8284/14432] Training Loss: 0.814963 
[1/25][8285/14432] Training Loss: 0.548112 
[1/25][8286/14432] Training Loss: 0.551863 
[1/25][8287/14432] Training Loss: 0.724863 
[1/25][8288/14432] Training Loss: 0.592942 
[1/25][8289/14432] Training Loss: 0.486424 
[1/25][8290/14432] Training Loss: 0.461368 
[1/25][8291/14432] Training Loss: 0.570122 
[1/25][8292/14432] Training Loss: 0.477650 
[1/25][8293/14432] Training Loss: 0.563350 
[1/25][8294/14432] Training Loss: 0.574027 
[1/25][8295/14432] Training Loss: 0.753224 
[1/25][8296/14432] Training Loss: 0.678074 
[1/25][8297/14432] Training Loss: 0.639248 
[1/25][8298/14432] Training Loss: 0.668465 
[1/25][8299/14432] Training Loss: 0.671530 
[1/25][8300/14432] Training Loss: 0.635086 
[1/25][8301/14432] Training Loss: 0.584177 
[1/25][8302/14432] Training Loss: 0.604164 
[1/25][8303/14432] Training Loss: 0.820090 
[1/25][8304/14432] Training Loss: 0.675487 
[1/25][8305/14432] Training Loss: 0.616271 
[1/25][8306/14432] Training Loss: 0.666308 
[1/25][8307/14432] Training Loss: 0.667629 
[1/25][8308/14432] Training Loss: 0.519776 
[1/25][8309/14432] Training Loss: 0.649518 
[1/25][8310/14432] Training Loss: 0.676744 
[1/25][8311/14432] Training Loss: 0.670601 
[1/25][8312/14432] Training Loss: 0.576654 
[1/25][8313/14432] Training Loss: 0.655221 
[1/25][8314/14432] Training Loss: 0.550802 
[1/25][8315/14432] Training Loss: 0.642222 
[1/25][8316/14432] Training Loss: 0.615180 
[1/25][8317/14432] Training Loss: 0.626224 
[1/25][8318/14432] Training Loss: 0.615946 
[1/25][8319/14432] Training Loss: 0.620804 
[1/25][8320/14432] Training Loss: 0.588566 
[1/25][8321/14432] Training Loss: 0.588321 
[1/25][8322/14432] Training Loss: 0.941310 
[1/25][8323/14432] Training Loss: 0.831259 
[1/25][8324/14432] Training Loss: 0.496317 
[1/25][8325/14432] Training Loss: 0.874036 
[1/25][8326/14432] Training Loss: 0.664518 
[1/25][8327/14432] Training Loss: 0.803237 
[1/25][8328/14432] Training Loss: 0.648098 
[1/25][8329/14432] Training Loss: 0.680377 
[1/25][8330/14432] Training Loss: 0.614115 
[1/25][8331/14432] Training Loss: 0.723291 
[1/25][8332/14432] Training Loss: 0.758989 
[1/25][8333/14432] Training Loss: 0.627044 
[1/25][8334/14432] Training Loss: 0.745719 
[1/25][8335/14432] Training Loss: 0.685600 
[1/25][8336/14432] Training Loss: 0.812530 
[1/25][8337/14432] Training Loss: 0.721067 
[1/25][8338/14432] Training Loss: 0.522160 
[1/25][8339/14432] Training Loss: 0.583491 
[1/25][8340/14432] Training Loss: 0.640654 
[1/25][8341/14432] Training Loss: 0.527459 
[1/25][8342/14432] Training Loss: 0.764912 
[1/25][8343/14432] Training Loss: 0.639560 
[1/25][8344/14432] Training Loss: 0.886779 
[1/25][8345/14432] Training Loss: 0.619827 
[1/25][8346/14432] Training Loss: 0.778088 
[1/25][8347/14432] Training Loss: 0.571647 
[1/25][8348/14432] Training Loss: 0.638110 
[1/25][8349/14432] Training Loss: 0.480995 
[1/25][8350/14432] Training Loss: 0.556429 
[1/25][8351/14432] Training Loss: 0.563748 
[1/25][8352/14432] Training Loss: 0.467392 
[1/25][8353/14432] Training Loss: 0.768138 
[1/25][8354/14432] Training Loss: 0.847858 
[1/25][8355/14432] Training Loss: 0.583833 
[1/25][8356/14432] Training Loss: 0.635192 
[1/25][8357/14432] Training Loss: 0.586658 
[1/25][8358/14432] Training Loss: 0.573584 
[1/25][8359/14432] Training Loss: 0.689009 
[1/25][8360/14432] Training Loss: 0.628988 
[1/25][8361/14432] Training Loss: 0.707453 
[1/25][8362/14432] Training Loss: 0.679739 
[1/25][8363/14432] Training Loss: 0.814094 
[1/25][8364/14432] Training Loss: 0.556807 
[1/25][8365/14432] Training Loss: 0.609508 
[1/25][8366/14432] Training Loss: 0.433646 
[1/25][8367/14432] Training Loss: 0.480970 
[1/25][8368/14432] Training Loss: 0.648278 
[1/25][8369/14432] Training Loss: 0.491377 
[1/25][8370/14432] Training Loss: 0.793629 
[1/25][8371/14432] Training Loss: 0.685046 
[1/25][8372/14432] Training Loss: 0.555988 
[1/25][8373/14432] Training Loss: 0.748752 
[1/25][8374/14432] Training Loss: 0.556510 
[1/25][8375/14432] Training Loss: 0.671528 
[1/25][8376/14432] Training Loss: 0.763859 
[1/25][8377/14432] Training Loss: 0.774920 
[1/25][8378/14432] Training Loss: 0.741280 
[1/25][8379/14432] Training Loss: 0.601950 
[1/25][8380/14432] Training Loss: 0.610918 
[1/25][8381/14432] Training Loss: 0.689436 
[1/25][8382/14432] Training Loss: 0.577383 
[1/25][8383/14432] Training Loss: 1.038050 
[1/25][8384/14432] Training Loss: 0.745982 
[1/25][8385/14432] Training Loss: 0.657165 
[1/25][8386/14432] Training Loss: 1.093567 
[1/25][8387/14432] Training Loss: 0.712304 
[1/25][8388/14432] Training Loss: 0.743877 
[1/25][8389/14432] Training Loss: 0.619982 
[1/25][8390/14432] Training Loss: 0.786747 
[1/25][8391/14432] Training Loss: 0.504401 
[1/25][8392/14432] Training Loss: 0.517333 
[1/25][8393/14432] Training Loss: 0.854848 
[1/25][8394/14432] Training Loss: 0.743518 
[1/25][8395/14432] Training Loss: 0.539059 
[1/25][8396/14432] Training Loss: 0.760388 
[1/25][8397/14432] Training Loss: 0.690363 
[1/25][8398/14432] Training Loss: 0.702484 
[1/25][8399/14432] Training Loss: 0.678063 
[1/25][8400/14432] Training Loss: 0.559106 
[1/25][8401/14432] Training Loss: 0.763722 
[1/25][8402/14432] Training Loss: 0.609347 
[1/25][8403/14432] Training Loss: 0.820059 
[1/25][8404/14432] Training Loss: 0.729252 
[1/25][8405/14432] Training Loss: 0.588443 
[1/25][8406/14432] Training Loss: 0.648478 
[1/25][8407/14432] Training Loss: 0.599457 
[1/25][8408/14432] Training Loss: 0.698754 
[1/25][8409/14432] Training Loss: 0.719627 
[1/25][8410/14432] Training Loss: 0.598172 
[1/25][8411/14432] Training Loss: 0.647369 
[1/25][8412/14432] Training Loss: 0.625192 
[1/25][8413/14432] Training Loss: 0.593937 
[1/25][8414/14432] Training Loss: 0.575996 
[1/25][8415/14432] Training Loss: 0.611153 
[1/25][8416/14432] Training Loss: 0.678678 
[1/25][8417/14432] Training Loss: 0.636004 
[1/25][8418/14432] Training Loss: 0.664024 
[1/25][8419/14432] Training Loss: 0.677331 
[1/25][8420/14432] Training Loss: 0.627097 
[1/25][8421/14432] Training Loss: 0.668424 
[1/25][8422/14432] Training Loss: 0.668034 
[1/25][8423/14432] Training Loss: 0.860101 
[1/25][8424/14432] Training Loss: 0.819640 
[1/25][8425/14432] Training Loss: 0.645035 
[1/25][8426/14432] Training Loss: 1.008986 
[1/25][8427/14432] Training Loss: 0.812853 
[1/25][8428/14432] Training Loss: 0.757865 
[1/25][8429/14432] Training Loss: 0.683687 
[1/25][8430/14432] Training Loss: 0.648115 
[1/25][8431/14432] Training Loss: 0.463659 
[1/25][8432/14432] Training Loss: 0.501324 
[1/25][8433/14432] Training Loss: 0.481632 
[1/25][8434/14432] Training Loss: 0.514546 
[1/25][8435/14432] Training Loss: 0.700015 
[1/25][8436/14432] Training Loss: 0.620804 
[1/25][8437/14432] Training Loss: 0.881197 
[1/25][8438/14432] Training Loss: 0.594550 
[1/25][8439/14432] Training Loss: 0.687142 
[1/25][8440/14432] Training Loss: 0.760944 
[1/25][8441/14432] Training Loss: 0.680942 
[1/25][8442/14432] Training Loss: 0.514931 
[1/25][8443/14432] Training Loss: 0.642829 
[1/25][8444/14432] Training Loss: 0.784706 
[1/25][8445/14432] Training Loss: 0.650635 
[1/25][8446/14432] Training Loss: 0.693313 
[1/25][8447/14432] Training Loss: 0.748577 
[1/25][8448/14432] Training Loss: 0.815884 
[1/25][8449/14432] Training Loss: 0.663032 
[1/25][8450/14432] Training Loss: 0.707812 
[1/25][8451/14432] Training Loss: 0.723275 
[1/25][8452/14432] Training Loss: 0.700129 
[1/25][8453/14432] Training Loss: 0.718320 
[1/25][8454/14432] Training Loss: 0.625240 
[1/25][8455/14432] Training Loss: 0.756004 
[1/25][8456/14432] Training Loss: 1.001280 
[1/25][8457/14432] Training Loss: 0.626653 
[1/25][8458/14432] Training Loss: 0.528082 
[1/25][8459/14432] Training Loss: 0.466237 
[1/25][8460/14432] Training Loss: 0.679307 
[1/25][8461/14432] Training Loss: 0.699763 
[1/25][8462/14432] Training Loss: 0.658094 
[1/25][8463/14432] Training Loss: 0.588238 
[1/25][8464/14432] Training Loss: 0.728590 
[1/25][8465/14432] Training Loss: 0.691302 
[1/25][8466/14432] Training Loss: 0.589941 
[1/25][8467/14432] Training Loss: 0.698261 
[1/25][8468/14432] Training Loss: 0.796881 
[1/25][8469/14432] Training Loss: 0.907853 
[1/25][8470/14432] Training Loss: 0.625364 
[1/25][8471/14432] Training Loss: 0.592025 
[1/25][8472/14432] Training Loss: 0.546864 
[1/25][8473/14432] Training Loss: 0.783757 
[1/25][8474/14432] Training Loss: 0.580344 
[1/25][8475/14432] Training Loss: 0.733527 
[1/25][8476/14432] Training Loss: 0.767246 
[1/25][8477/14432] Training Loss: 0.676390 
[1/25][8478/14432] Training Loss: 0.539045 
[1/25][8479/14432] Training Loss: 0.693515 
[1/25][8480/14432] Training Loss: 0.658986 
[1/25][8481/14432] Training Loss: 0.714164 
[1/25][8482/14432] Training Loss: 0.657547 
[1/25][8483/14432] Training Loss: 0.739910 
[1/25][8484/14432] Training Loss: 0.589193 
[1/25][8485/14432] Training Loss: 0.912035 
[1/25][8486/14432] Training Loss: 0.741962 
[1/25][8487/14432] Training Loss: 0.654032 
[1/25][8488/14432] Training Loss: 0.919535 
[1/25][8489/14432] Training Loss: 0.546869 
[1/25][8490/14432] Training Loss: 0.760065 
[1/25][8491/14432] Training Loss: 0.662326 
[1/25][8492/14432] Training Loss: 0.619633 
